home_team,away_team,tournament,difference
Congo,DR Congo,African Cup of Nations,2
Curaçao,Bonaire,ABCS Tournament,3
Ghana,Guinea,African Cup of Nations,3
Ivory Coast,Algeria,African Cup of Nations,2
DR Congo,Ivory Coast,African Cup of Nations,2
Equatorial Guinea,Ghana,African Cup of Nations,3
United States,Panama,Friendly,2
Antigua and Barbuda,United States Virgin Islands,Friendly,2
Bermuda,Grenada,Friendly,2
Cambodia,Macau,FIFA World Cup qualification,3
Timor-Leste,Mongolia,FIFA World Cup qualification,3
India,Nepal,FIFA World Cup qualification,2
Yemen,Pakistan,FIFA World Cup qualification,2
Brunei,Taiwan,FIFA World Cup qualification,2
Mongolia,Timor-Leste,FIFA World Cup qualification,3
Nicaragua,Anguilla,FIFA World Cup qualification,5
Saint Kitts and Nevis,Turks and Caicos Islands,FIFA World Cup qualification,4
Botswana,Lesotho,Friendly,2
Dominican Republic,Cuba,Friendly,3
French Guiana,Honduras,Gold Cup qualification,2
Georgia,Malta,Friendly,2
Eswatini,South Africa,Friendly,2
Bahamas,Bermuda,FIFA World Cup qualification,5
Bahrain,Colombia,Friendly,6
Chile,Iran,Friendly,2
Egypt,Equatorial Guinea,Friendly,2
France,Brazil,Friendly,2
Ivory Coast,Angola,Friendly,2
Maldives,Tajikistan,Friendly,2
Oman,Malaysia,Friendly,6
Thailand,Singapore,Friendly,2
United States Virgin Islands,Barbados,FIFA World Cup qualification,4
Turks and Caicos Islands,Saint Kitts and Nevis,FIFA World Cup qualification,4
England,Lithuania,UEFA Euro qualification,4
Japan,Tunisia,Kirin Challenge Cup,2
Liechtenstein,Austria,UEFA Euro qualification,5
Moldova,Sweden,UEFA Euro qualification,2
Slovakia,Luxembourg,UEFA Euro qualification,3
Slovenia,San Marino,UEFA Euro qualification,6
Switzerland,Estonia,UEFA Euro qualification,3
Argentina,El Salvador,Friendly,2
Andorra,Bosnia and Herzegovina,UEFA Euro qualification,3
Azerbaijan,Malta,UEFA Euro qualification,2
Belgium,Cyprus,UEFA Euro qualification,5
Croatia,Norway,UEFA Euro qualification,4
Israel,Wales,UEFA Euro qualification,3
Kazakhstan,Iceland,UEFA Euro qualification,3
Anguilla,Nicaragua,FIFA World Cup qualification,3
Bermuda,Bahamas,FIFA World Cup qualification,3
France,Denmark,Friendly,2
Georgia,Germany,UEFA Euro qualification,2
Guyana,Grenada,Friendly,2
Honduras,French Guiana,Gold Cup qualification,3
Scotland,Gibraltar,UEFA Euro qualification,5
Zambia,Rwanda,Friendly,2
Jamaica,Cuba,Friendly,3
Kuwait,Colombia,Friendly,2
Oman,Algeria,Friendly,3
Japan,Uzbekistan,Friendly,4
Mauritania,Niger,Friendly,2
Netherlands,Spain,Friendly,2
Portugal,Cape Verde,Friendly,2
Sweden,Iran,Friendly,2
United States,Mexico,Friendly,2
Barbados,Saint Kitts and Nevis,Friendly,2
Zambia,Malawi,Friendly,2
Dominican Republic,Cayman Islands,Friendly,6
Saint Lucia,Grenada,Windward Islands Tournament,2
Zimbabwe,Mauritius,COSAFA Cup,2
Namibia,Mauritius,COSAFA Cup,2
Lesotho,Eswatini,COSAFA Cup,2
Madagascar,Tanzania,COSAFA Cup,2
Namibia,Zimbabwe,COSAFA Cup,3
Zambia,Ghana,COSAFA Cup,3
Laos,Afghanistan,Friendly,2
Mexico,Guatemala,Friendly,3
Namibia,Mozambique,COSAFA Cup,2
El Salvador,Honduras,Friendly,2
Hungary,Lithuania,Friendly,4
Argentina,Bolivia,Friendly,5
Ecuador,Panama,Friendly,4
Singapore,Brunei,Friendly,4
Uruguay,Guatemala,Friendly,4
Brazil,Mexico,Friendly,2
Croatia,Gibraltar,Friendly,4
Kenya,South Sudan,Friendly,2
Russia,Belarus,Friendly,2
Rwanda,Tanzania,Friendly,2
Serbia,Azerbaijan,Friendly,3
Malta,Lithuania,Friendly,2
Turkey,Bulgaria,Friendly,4
Finland,Estonia,Friendly,2
Switzerland,Liechtenstein,Friendly,3
Antigua and Barbuda,Saint Lucia,FIFA World Cup qualification,2
Aruba,Barbados,FIFA World Cup qualification,2
Afghanistan,Syria,FIFA World Cup qualification,6
Bangladesh,Kyrgyzstan,FIFA World Cup qualification,2
Cambodia,Singapore,FIFA World Cup qualification,4
Chile,Ecuador,Copa América,2
Hong Kong,Bhutan,FIFA World Cup qualification,7
Japan,Iraq,Kirin Challenge Cup,4
South Korea,United Arab Emirates,Friendly,3
Malaysia,Timor-Leste,FIFA World Cup qualification,3
Tajikistan,Jordan,FIFA World Cup qualification,2
Yemen,North Korea,FIFA World Cup qualification,3
Dominica,Canada,FIFA World Cup qualification,2
Andorra,Cyprus,UEFA Euro qualification,2
Bosnia and Herzegovina,Israel,UEFA Euro qualification,2
Latvia,Netherlands,UEFA Euro qualification,2
Tunisia,Djibouti,African Cup of Nations qualification,7
Algeria,Seychelles,African Cup of Nations qualification,4
Angola,Central African Republic,African Cup of Nations qualification,4
Burkina Faso,Comoros,African Cup of Nations qualification,2
Cape Verde,São Tomé and Príncipe,African Cup of Nations qualification,6
Denmark,Serbia,UEFA Euro qualification,2
Gibraltar,Germany,UEFA Euro qualification,7
Mali,South Sudan,African Cup of Nations qualification,2
Nigeria,Chad,African Cup of Nations qualification,2
Poland,Georgia,UEFA Euro qualification,4
Senegal,Burundi,African Cup of Nations qualification,2
Uganda,Botswana,African Cup of Nations qualification,2
Barbados,Aruba,FIFA World Cup qualification,3
Egypt,Tanzania,African Cup of Nations qualification,3
Estonia,San Marino,UEFA Euro qualification,2
Ghana,Mauritius,African Cup of Nations qualification,6
Sweden,Montenegro,UEFA Euro qualification,2
Ukraine,Luxembourg,UEFA Euro qualification,3
Belize,Dominican Republic,FIFA World Cup qualification,3
Antigua and Barbuda,Saint Lucia,FIFA World Cup qualification,3
Bhutan,China PR,FIFA World Cup qualification,6
Myanmar,South Korea,FIFA World Cup qualification,2
Timor-Leste,United Arab Emirates,FIFA World Cup qualification,3
Grenada,Puerto Rico,FIFA World Cup qualification,2
Hong Kong,Maldives,FIFA World Cup qualification,2
Jordan,Trinidad and Tobago,Friendly,3
North Korea,Uzbekistan,FIFA World Cup qualification,2
Laos,Lebanon,FIFA World Cup qualification,2
Malaysia,Palestine,FIFA World Cup qualification,6
Suriname,Nicaragua,FIFA World Cup qualification,2
Yemen,Philippines,FIFA World Cup qualification,2
Canada,Dominica,FIFA World Cup qualification,4
El Salvador,Saint Kitts and Nevis,FIFA World Cup qualification,3
Taiwan,Thailand,FIFA World Cup qualification,2
Székely Land,Felvidék,CONIFA European Football Cup,2
Romani people,Ellan Vannin,CONIFA European Football Cup,2
Chile,Bolivia,Copa América,5
Felvidék,County of Nice,CONIFA European Football Cup,3
Székely Land,Romani people,CONIFA European Football Cup,2
Mozambique,Seychelles,African Nations Championship,4
Senegal,Gambia,African Nations Championship,2
South Africa,Mauritius,African Nations Championship,3
Tanzania,Uganda,African Nations Championship,3
County of Nice,Ellan Vannin,CONIFA European Football Cup,2
Padania,Felvidék,CONIFA European Football Cup,5
Ethiopia,Kenya,African Nations Championship,2
Morocco,Libya,African Nations Championship,3
Zimbabwe,Comoros,African Nations Championship,2
County of Nice,Padania,CONIFA European Football Cup,3
Guinea,Liberia,African Nations Championship,2
Bolivia,Peru,Copa América,2
Ynys Môn,Guernsey,Island Games,3
Western Isles,Isle of Man,Island Games,9
Jersey,Alderney,Island Games,6
Isle of Man,Alderney,Island Games,7
Jersey,Western Isles,Island Games,3
Åland Islands,Greenland,Island Games,2
Menorca,Saare County,Island Games,3
Guernsey,Gotland,Island Games,3
Isle of Wight,Falkland Islands,Island Games,3
Hitra,Shetland,Island Games,3
Argentina,Paraguay,Copa América,5
Åland Islands,Menorca,Island Games,2
Gibraltar,Guernsey,Island Games,4
Isle of Wight,Hitra,Island Games,2
Falkland Islands,Shetland,Island Games,5
Hitra,Alderney,Island Games,4
Shetland,Isle of Man,Island Games,2
Peru,Paraguay,Copa América,2
Guernsey,Isle of Man,Island Games,3
Angola,Eswatini,African Nations Championship,2
Mexico,Cuba,Gold Cup,6
Trinidad and Tobago,Guatemala,Gold Cup,2
Trinidad and Tobago,Cuba,Gold Cup,2
United States,Cuba,Gold Cup,6
Jamaica,Mexico,Gold Cup,2
China PR,South Korea,EAFF Championship,2
China PR,North Korea,EAFF Championship,2
Fiji,Tonga,Friendly,5
Cambodia,Bhutan,Friendly,2
Fiji,American Samoa,Friendly,6
Qatar,Singapore,Friendly,4
Rwanda,Ethiopia,Friendly,2
Tonga,Cook Islands,FIFA World Cup qualification,3
Australia,Bangladesh,FIFA World Cup qualification,5
Belgium,Bosnia and Herzegovina,UEFA Euro qualification,2
Iran,Guam,FIFA World Cup qualification,6
Iraq,Taiwan,FIFA World Cup qualification,4
Israel,Andorra,UEFA Euro qualification,4
Japan,Cambodia,FIFA World Cup qualification,3
South Korea,Laos,FIFA World Cup qualification,8
Kuwait,Myanmar,FIFA World Cup qualification,9
Oman,Turkmenistan,FIFA World Cup qualification,2
Philippines,Maldives,Friendly,2
Qatar,Bhutan,FIFA World Cup qualification,15
Saudi Arabia,Timor-Leste,FIFA World Cup qualification,7
Thailand,Afghanistan,Friendly,2
United Arab Emirates,Malaysia,FIFA World Cup qualification,10
American Samoa,Cook Islands,FIFA World Cup qualification,2
Djibouti,Togo,African Cup of Nations qualification,2
Faroe Islands,Northern Ireland,UEFA Euro qualification,2
Germany,Poland,UEFA Euro qualification,2
Gibraltar,Republic of Ireland,UEFA Euro qualification,4
Grenada,Haiti,FIFA World Cup qualification,2
Serbia,Armenia,UEFA Euro qualification,2
Tonga,Samoa,FIFA World Cup qualification,3
Venezuela,Honduras,Friendly,3
Canada,Belize,FIFA World Cup qualification,3
Saint Vincent and the Grenadines,Aruba,FIFA World Cup qualification,2
Argentina,Bolivia,Friendly,7
Gabon,Sudan,Friendly,4
Guinea-Bissau,Congo,African Cup of Nations qualification,2
Mauritania,South Africa,African Cup of Nations qualification,2
Montenegro,Liechtenstein,UEFA Euro qualification,2
Namibia,Senegal,African Cup of Nations qualification,2
San Marino,England,UEFA Euro qualification,6
São Tomé and Príncipe,Morocco,African Cup of Nations qualification,3
Spain,Slovakia,UEFA Euro qualification,2
Ukraine,Belarus,UEFA Euro qualification,2
Bosnia and Herzegovina,Andorra,UEFA Euro qualification,3
Central African Republic,DR Congo,African Cup of Nations qualification,2
Chad,Egypt,African Cup of Nations qualification,4
Lesotho,Algeria,African Cup of Nations qualification,2
Norway,Croatia,UEFA Euro qualification,2
Turkey,Netherlands,UEFA Euro qualification,3
Poland,Gibraltar,UEFA Euro qualification,7
United States,Brazil,Friendly,3
Afghanistan,Japan,FIFA World Cup qualification,6
Bangladesh,Jordan,FIFA World Cup qualification,4
Belarus,Luxembourg,UEFA Euro qualification,2
Cambodia,Syria,FIFA World Cup qualification,6
China PR,Maldives,FIFA World Cup qualification,3
Ecuador,Honduras,Friendly,2
England,Switzerland,UEFA Euro qualification,2
India,Iran,FIFA World Cup qualification,3
Laos,Kuwait,FIFA World Cup qualification,2
Lebanon,South Korea,FIFA World Cup qualification,3
Liechtenstein,Russia,UEFA Euro qualification,7
Malaysia,Saudi Arabia,FIFA World Cup qualification,3
Moldova,Montenegro,UEFA Euro qualification,2
Nigeria,Niger,Friendly,2
Philippines,Uzbekistan,FIFA World Cup qualification,4
Sweden,Austria,UEFA Euro qualification,3
Tajikistan,Australia,FIFA World Cup qualification,3
Yemen,Bahrain,FIFA World Cup qualification,4
Guatemala,Antigua and Barbuda,FIFA World Cup qualification,2
Haiti,Grenada,FIFA World Cup qualification,3
Nicaragua,Jamaica,FIFA World Cup qualification,2
Jordan,Iraq,Friendly,3
Mauritius,Kenya,FIFA World Cup qualification,3
Tanzania,Malawi,FIFA World Cup qualification,2
Albania,Serbia,UEFA Euro qualification,2
Argentina,Ecuador,FIFA World Cup qualification,2
Bahrain,Uzbekistan,FIFA World Cup qualification,4
Bolivia,Uruguay,FIFA World Cup qualification,2
Myanmar,Lebanon,FIFA World Cup qualification,2
Chile,Brazil,FIFA World Cup qualification,2
Colombia,Peru,FIFA World Cup qualification,2
Timor-Leste,Palestine,FIFA World Cup qualification,3
France,Armenia,Friendly,4
Georgia,Gibraltar,UEFA Euro qualification,4
Jordan,Australia,FIFA World Cup qualification,2
Laos,Malaysia,Friendly,2
Nigeria,DR Congo,Friendly,2
Northern Ireland,Greece,UEFA Euro qualification,2
Syria,Japan,FIFA World Cup qualification,3
Burkina Faso,Mali,Friendly,3
Djibouti,Eswatini,FIFA World Cup qualification,6
England,Estonia,UEFA Euro qualification,2
Liechtenstein,Sweden,UEFA Euro qualification,2
North Macedonia,Ukraine,UEFA Euro qualification,2
Somalia,Niger,FIFA World Cup qualification,2
Spain,Luxembourg,UEFA Euro qualification,4
Switzerland,San Marino,UEFA Euro qualification,7
Andorra,Belgium,UEFA Euro qualification,3
Azerbaijan,Italy,UEFA Euro qualification,2
Bosnia and Herzegovina,Wales,UEFA Euro qualification,2
Croatia,Bulgaria,UEFA Euro qualification,3
Czech Republic,Turkey,UEFA Euro qualification,2
Eritrea,Botswana,FIFA World Cup qualification,2
Kosovo,Equatorial Guinea,Friendly,2
Madagascar,Central African Republic,FIFA World Cup qualification,3
Norway,Malta,UEFA Euro qualification,2
Armenia,Albania,UEFA Euro qualification,3
Egypt,Zambia,Friendly,3
Ethiopia,São Tomé and Príncipe,FIFA World Cup qualification,3
Faroe Islands,Romania,UEFA Euro qualification,3
Gibraltar,Scotland,UEFA Euro qualification,6
Nigeria,Cameroon,Friendly,3
Austria,Liechtenstein,UEFA Euro qualification,3
Lithuania,England,UEFA Euro qualification,3
Luxembourg,Slovakia,UEFA Euro qualification,2
Russia,Montenegro,UEFA Euro qualification,2
San Marino,Slovenia,UEFA Euro qualification,2
Sweden,Moldova,UEFA Euro qualification,2
Bahrain,Philippines,FIFA World Cup qualification,2
Belgium,Israel,UEFA Euro qualification,2
Botswana,Eritrea,FIFA World Cup qualification,2
Brazil,Venezuela,FIFA World Cup qualification,2
Bulgaria,Azerbaijan,UEFA Euro qualification,2
Myanmar,Laos,FIFA World Cup qualification,2
Burundi,Seychelles,FIFA World Cup qualification,2
Timor-Leste,Malaysia,FIFA World Cup qualification,3
Ecuador,Bolivia,FIFA World Cup qualification,2
Guinea-Bissau,Liberia,FIFA World Cup qualification,2
Jordan,Tajikistan,FIFA World Cup qualification,3
South Korea,Jamaica,Friendly,3
Kyrgyzstan,Bangladesh,FIFA World Cup qualification,2
Mauritania,South Sudan,FIFA World Cup qualification,4
Niger,Somalia,FIFA World Cup qualification,4
Oman,India,FIFA World Cup qualification,3
Qatar,Maldives,FIFA World Cup qualification,4
Syria,Afghanistan,FIFA World Cup qualification,3
Uruguay,Colombia,FIFA World Cup qualification,3
Vietnam,Thailand,FIFA World Cup qualification,3
Wales,Andorra,UEFA Euro qualification,2
Niger,Togo,African Nations Championship,2
Nigeria,Burkina Faso,African Nations Championship,2
South Africa,Angola,African Nations Championship,2
Uganda,Sudan,African Nations Championship,2
Zambia,Mozambique,African Nations Championship,3
Zimbabwe,Lesotho,African Nations Championship,2
Libya,Morocco,African Nations Championship,4
Senegal,Guinea,African Nations Championship,2
Ethiopia,Burundi,African Nations Championship,3
Sudan,Uganda,African Nations Championship,2
Cambodia,Brunei,Friendly,5
United Arab Emirates,Turkmenistan,Friendly,4
DR Congo,Zambia,Friendly,3
Hong Kong,Myanmar,Friendly,5
Estonia,Georgia,Friendly,3
Jordan,Malta,Friendly,2
Afghanistan,Cambodia,FIFA World Cup qualification,3
Australia,Kyrgyzstan,FIFA World Cup qualification,3
Bolivia,Venezuela,FIFA World Cup qualification,2
China PR,Bhutan,FIFA World Cup qualification,12
Iran,Turkmenistan,FIFA World Cup qualification,2
South Korea,Myanmar,FIFA World Cup qualification,4
Lebanon,Laos,FIFA World Cup qualification,7
North Macedonia,Montenegro,Friendly,3
Morocco,Equatorial Guinea,FIFA World Cup qualification,2
Palestine,Malaysia,FIFA World Cup qualification,6
Singapore,Japan,FIFA World Cup qualification,3
Tajikistan,Bangladesh,FIFA World Cup qualification,5
Thailand,Taiwan,FIFA World Cup qualification,2
United Arab Emirates,Timor-Leste,FIFA World Cup qualification,8
Uzbekistan,North Korea,FIFA World Cup qualification,2
Angola,South Africa,FIFA World Cup qualification,2
Belgium,Italy,Friendly,2
Czech Republic,Serbia,Friendly,3
France,Germany,Friendly,2
Niger,Cameroon,FIFA World Cup qualification,3
Poland,Iceland,Friendly,2
Spain,England,Friendly,2
Jamaica,Panama,FIFA World Cup qualification,2
Mexico,El Salvador,FIFA World Cup qualification,3
United States,Saint Vincent and the Grenadines,FIFA World Cup qualification,5
Hong Kong,Macau,Friendly,2
Ukraine,Slovenia,UEFA Euro qualification,2
DR Congo,Burundi,FIFA World Cup qualification,3
Guinea,Namibia,FIFA World Cup qualification,2
Uganda,Togo,FIFA World Cup qualification,3
Zambia,Sudan,FIFA World Cup qualification,2
Republic of Ireland,Bosnia and Herzegovina,UEFA Euro qualification,2
Algeria,Tanzania,FIFA World Cup qualification,7
Bangladesh,Australia,FIFA World Cup qualification,4
Bhutan,Qatar,FIFA World Cup qualification,3
Brazil,Peru,FIFA World Cup qualification,3
Burkina Faso,Benin,FIFA World Cup qualification,2
Myanmar,Kuwait,FIFA World Cup qualification,3
Cambodia,Japan,FIFA World Cup qualification,2
Cape Verde,Kenya,FIFA World Cup qualification,2
Timor-Leste,Saudi Arabia,FIFA World Cup qualification,10
Egypt,Chad,FIFA World Cup qualification,4
England,France,Friendly,2
Estonia,Saint Kitts and Nevis,Friendly,3
Ghana,Comoros,FIFA World Cup qualification,2
Guam,Iran,FIFA World Cup qualification,6
Honduras,Mexico,FIFA World Cup qualification,2
Ivory Coast,Liberia,FIFA World Cup qualification,3
North Korea,Bahrain,FIFA World Cup qualification,2
Laos,South Korea,FIFA World Cup qualification,5
Luxembourg,Portugal,Friendly,2
Mali,Botswana,FIFA World Cup qualification,2
Nigeria,Eswatini,FIFA World Cup qualification,2
Poland,Czech Republic,Friendly,2
Russia,Croatia,Friendly,2
Rwanda,Libya,FIFA World Cup qualification,2
Senegal,Madagascar,FIFA World Cup qualification,3
Slovakia,Iceland,Friendly,2
Uruguay,Chile,FIFA World Cup qualification,3
Venezuela,Ecuador,FIFA World Cup qualification,2
Yemen,Uzbekistan,FIFA World Cup qualification,2
Saint Vincent and the Grenadines,Guatemala,FIFA World Cup qualification,4
Taiwan,Iraq,FIFA World Cup qualification,2
Kenya,Uganda,CECAFA Cup,2
Somalia,Tanzania,CECAFA Cup,4
South Sudan,Djibouti,CECAFA Cup,2
Zanzibar,Uganda,CECAFA Cup,4
Ethiopia,Somalia,CECAFA Cup,2
Malawi,Djibouti,CECAFA Cup,3
Djibouti,Sudan,CECAFA Cup,4
Rwanda,Somalia,CECAFA Cup,3
South Sudan,Malawi,CECAFA Cup,2
Zanzibar,Kenya,CECAFA Cup,2
Uganda,Malawi,CECAFA Cup,2
Nicaragua,Cuba,Friendly,5
Honduras,Cuba,Friendly,2
Afghanistan,Bangladesh,SAFF Cup,4
Maldives,Bhutan,SAFF Cup,2
India,Sri Lanka,SAFF Cup,2
Bangladesh,Maldives,SAFF Cup,2
Bhutan,Afghanistan,SAFF Cup,3
Martinique,Guadeloupe,Friendly,2
India,Nepal,SAFF Cup,3
Afghanistan,Maldives,SAFF Cup,3
Bhutan,Bangladesh,SAFF Cup,3
Afghanistan,Sri Lanka,SAFF Cup,5
Bangladesh,Sri Lanka,Friendly,2
Panama,Cuba,Copa América qualification,4
Sweden,Finland,Friendly,3
DR Congo,Ethiopia,African Nations Championship,3
Nigeria,Niger,African Nations Championship,3
Maldives,Nepal,Friendly,3
DR Congo,Angola,African Nations Championship,2
Ivory Coast,Gabon,African Nations Championship,3
Rwanda,Morocco,African Nations Championship,3
Cameroon,DR Congo,African Nations Championship,2
Niger,Tunisia,African Nations Championship,5
Egypt,Libya,Friendly,2
Cameroon,Ivory Coast,African Nations Championship,3
Bahrain,Lebanon,Friendly,2
DR Congo,Mali,African Nations Championship,3
Uzbekistan,Lebanon,Friendly,2
Guyana,Suriname,Friendly,2
Egypt,Burkina Faso,Friendly,2
Sint Maarten,Anguilla,Friendly,2
United Arab Emirates,Bangladesh,Friendly,5
Croatia,Israel,Friendly,2
Martinique,British Virgin Islands,CFU Caribbean Cup qualification,3
Australia,Tajikistan,FIFA World Cup qualification,7
Bahrain,Yemen,FIFA World Cup qualification,3
China PR,Maldives,FIFA World Cup qualification,4
Ghana,Mozambique,African Cup of Nations qualification,2
Iran,India,FIFA World Cup qualification,4
Japan,Afghanistan,FIFA World Cup qualification,5
Jordan,Bangladesh,FIFA World Cup qualification,8
Qatar,Hong Kong,FIFA World Cup qualification,2
Saudi Arabia,Malaysia,FIFA World Cup qualification,2
Solomon Islands,Papua New Guinea,Friendly,2
Syria,Cambodia,FIFA World Cup qualification,6
United Arab Emirates,Palestine,FIFA World Cup qualification,2
Vietnam,Taiwan,FIFA World Cup qualification,3
Algeria,Ethiopia,African Cup of Nations qualification,6
Canada,Mexico,FIFA World Cup qualification,3
Guatemala,United States,FIFA World Cup qualification,2
Luxembourg,Bosnia and Herzegovina,Friendly,3
Anguilla,Puerto Rico,CFU Caribbean Cup qualification,4
Aruba,Saint Kitts and Nevis,CFU Caribbean Cup qualification,2
British Virgin Islands,Dominica,CFU Caribbean Cup qualification,7
Burundi,Namibia,African Cup of Nations qualification,2
Poland,Finland,Friendly,5
Russia,Lithuania,Friendly,3
Senegal,Niger,African Cup of Nations qualification,2
Seychelles,Lesotho,African Cup of Nations qualification,2
Benin,South Sudan,African Cup of Nations qualification,3
Libya,São Tomé and Príncipe,African Cup of Nations qualification,4
Angola,DR Congo,African Cup of Nations qualification,2
Argentina,Bolivia,FIFA World Cup qualification,2
Australia,Jordan,FIFA World Cup qualification,4
China PR,Qatar,FIFA World Cup qualification,2
Colombia,Ecuador,FIFA World Cup qualification,2
Costa Rica,Jamaica,FIFA World Cup qualification,3
Dominica,Martinique,CFU Caribbean Cup qualification,3
Dominican Republic,Barbados,CFU Caribbean Cup qualification,2
France,Russia,Friendly,2
French Guiana,Cuba,CFU Caribbean Cup qualification,3
Germany,Italy,Friendly,3
Gibraltar,Latvia,Friendly,5
Honduras,El Salvador,FIFA World Cup qualification,2
Iran,Oman,FIFA World Cup qualification,2
Japan,Syria,FIFA World Cup qualification,5
Liberia,Djibouti,African Cup of Nations qualification,5
Luxembourg,Albania,Friendly,2
North Macedonia,Bulgaria,Friendly,2
Maldives,Bhutan,FIFA World Cup qualification,2
Mexico,Canada,FIFA World Cup qualification,2
Morocco,Cape Verde,African Cup of Nations qualification,2
Namibia,Burundi,African Cup of Nations qualification,2
Norway,Finland,Friendly,2
Palestine,Timor-Leste,FIFA World Cup qualification,7
Rwanda,Mauritius,African Cup of Nations qualification,5
Switzerland,Bosnia and Herzegovina,Friendly,2
United States,Guatemala,FIFA World Cup qualification,4
Venezuela,Chile,FIFA World Cup qualification,3
Trinidad and Tobago,Saint Vincent and the Grenadines,FIFA World Cup qualification,6
Martinique,Panama,Friendly,2
Puerto Rico,United States,Friendly,2
Czech Republic,Malta,Friendly,6
Morocco,Congo,Friendly,2
Northern Ireland,Belarus,Friendly,3
Slovakia,Georgia,Friendly,2
El Salvador,Peru,Friendly,2
Gabon,Mauritania,Friendly,2
Guatemala,Armenia,Friendly,6
New Zealand,Fiji,Oceania Nations Cup,2
Rwanda,Senegal,Friendly,2
Albania,Qatar,Friendly,2
Azerbaijan,North Macedonia,Friendly,2
Bosnia and Herzegovina,Spain,Friendly,2
Cambodia,Timor-Leste,Friendly,2
Germany,Slovakia,Friendly,2
Lithuania,Estonia,Baltic Cup,2
Portugal,Norway,Friendly,3
Tahiti,Samoa,Oceania Nations Cup,4
Abkhazia,Chagos Islands,CONIFA World Football Cup,9
Iraqi Kurdistan,Székely Land,CONIFA World Football Cup,3
Sápmi,Somaliland,CONIFA World Football Cup,5
Chagos Islands,Western Armenia,CONIFA World Football Cup,12
Raetia,Padania,CONIFA World Football Cup,6
Luxembourg,Nigeria,Friendly,2
Serbia,Israel,Friendly,2
Vanuatu,New Zealand,Oceania Nations Cup,5
Vietnam,Syria,Friendly,2
Zimbabwe,Uganda,Friendly,2
United Koreans in Japan,Iraqi Kurdistan,CONIFA World Football Cup,3
Northern Cyprus,Raetia,CONIFA World Football Cup,7
Somaliland,Panjab,CONIFA World Football Cup,5
Curaçao,Guyana,CFU Caribbean Cup qualification,3
El Salvador,Armenia,Friendly,4
Estonia,Andorra,Friendly,2
Martinique,Guadeloupe,CFU Caribbean Cup qualification,2
New Caledonia,Samoa,Oceania Nations Cup,7
Spain,South Korea,Friendly,5
Abkhazia,Sápmi,CONIFA World Football Cup,2
North Macedonia,Iran,Friendly,2
Malaysia,Timor-Leste,AFC Asian Cup qualification,3
Maldives,Yemen,AFC Asian Cup qualification,2
Seychelles,Algeria,African Cup of Nations qualification,2
Tajikistan,Bangladesh,AFC Asian Cup qualification,5
Székely Land,Raetia,CONIFA World Football Cup,7
Albania,Ukraine,Friendly,2
China PR,Trinidad and Tobago,Friendly,2
Djibouti,Tunisia,African Cup of Nations qualification,3
Faroe Islands,Kosovo,Friendly,2
Japan,Bulgaria,Kirin Cup,5
Romania,Georgia,Friendly,4
United Arab Emirates,Jordan,King's Cup,2
United States,Colombia,Copa América,2
Somaliland,Székely Land,CONIFA World Football Cup,7
Austria,Netherlands,Friendly,2
Croatia,San Marino,Friendly,10
France,Scotland,Friendly,3
Gambia,South Africa,African Cup of Nations qualification,4
Germany,Hungary,Friendly,2
South Sudan,Mali,African Cup of Nations qualification,3
Tanzania,Egypt,African Cup of Nations qualification,2
United States Virgin Islands,Guyana,CFU Caribbean Cup qualification,7
Abkhazia,Northern Cyprus,CONIFA World Football Cup,2
Sápmi,Western Armenia,CONIFA World Football Cup,3
Central African Republic,Angola,African Cup of Nations qualification,3
Madagascar,DR Congo,African Cup of Nations qualification,5
Mauritius,Ghana,African Cup of Nations qualification,2
Mexico,Uruguay,Copa América,2
Papua New Guinea,Samoa,Oceania Nations Cup,8
Sweden,Wales,Friendly,3
Thailand,Jordan,King's Cup,2
Zimbabwe,Malawi,African Cup of Nations qualification,3
Padania,Northern Cyprus,CONIFA World Football Cup,2
Myanmar,Hong Kong,Friendly,3
Iceland,Liechtenstein,Friendly,4
Italy,Finland,Friendly,2
Malaysia,Timor-Leste,AFC Asian Cup qualification,3
Singapore,Vietnam,Friendly,3
Bulgaria,Denmark,Kirin Cup,4
Cambodia,Taiwan,AFC Asian Cup qualification,2
Curaçao,United States Virgin Islands,CFU Caribbean Cup qualification,7
India,Laos,AFC Asian Cup qualification,5
Iran,Kyrgyzstan,Friendly,6
United States,Costa Rica,Copa América,4
Yemen,Maldives,AFC Asian Cup qualification,2
Brazil,Haiti,Copa América,6
Portugal,Estonia,Friendly,7
Mexico,Jamaica,Copa América,2
Argentina,Panama,Copa América,5
Ecuador,Haiti,Copa América,4
Germany,Ukraine,UEFA Euro,2
Lesotho,Mauritius,COSAFA Cup,3
Malawi,Angola,COSAFA Cup,3
Belgium,Italy,UEFA Euro,2
Eswatini,Seychelles,COSAFA Cup,4
Uruguay,Jamaica,Copa América,3
Angola,Lesotho,COSAFA Cup,2
Argentina,Bolivia,Copa América,3
Austria,Hungary,UEFA Euro,2
Chile,Panama,Copa América,2
France,Albania,UEFA Euro,2
Zimbabwe,Seychelles,COSAFA Cup,5
Angola,Mauritius,COSAFA Cup,2
Ukraine,Northern Ireland,UEFA Euro,2
Spain,Turkey,UEFA Euro,3
Argentina,Venezuela,Copa América,3
Belgium,Republic of Ireland,UEFA Euro,3
Mexico,Chile,Copa América,7
French Guiana,Bermuda,CFU Caribbean Cup qualification,3
